Field ID,Crop_Lucerne/Medics,Crop_Planted pastures (perennial),Crop_Fallow,Crop_Wine grapes,Crop_Weeds,Crop_Small grain grazing,Crop_Wheat,Crop_Canola,Crop_Rooibos
84,0.0010411716,0.5301806,0.0010565442,0.00016276952,0.030589372,0.00015593247,3.3067437e-05,6.1757232e-06,0.43677443
97,0.08921739,0.13732442,0.018663239,0.005027022,0.0033347923,0.071744084,0.13936338,0.53305566,0.0022700096
98,0.82050073,0.00531506,0.00041911495,2.3828804e-06,0.00011292095,0.17167634,0.001086895,0.00088361645,2.9205091e-06
102,1.5360058e-07,0.0012692075,4.590419e-05,0.9986522,3.2382788e-05,1.0706557e-08,1.6507964e-07,1.8842775e-12,2.1348689e-13
103,0.22540227,0.2112545,0.036397025,0.0017110528,0.12906455,0.35628307,0.030582175,0.004009921,0.0052954825
111,0.005702324,0.00408782,0.055718288,0.58125865,0.3528481,0.00028557063,3.9691146e-05,5.374211e-06,5.4227952e-05
115,2.2817933e-07,2.4586263e-06,0.0003361644,0.99945045,0.00021077061,9.309697e-09,2.4044633e-08,1.6121049e-12,2.4679586e-11
122,0.000191049,0.00019451702,1.8248798e-05,3.6247775e-07,3.4131432e-07,0.22658746,0.7728938,0.000114243085,1.4757512e-08
123,0.023307454,0.002410994,0.0031869102,0.00028214324,0.00031253023,0.007091652,0.04009394,0.9231707,0.00014373478
124,7.4930017e-07,0.0012157635,4.3445343e-06,0.9985838,0.00019523938,1.2600685e-09,1.5767486e-09,1.0802528e-13,1.3303948e-12
126,0.15373468,0.7540122,0.024019929,0.005447481,0.014590071,0.036082108,0.009886539,0.0013664131,0.00086057576
130,0.0024059752,0.36755592,0.14003296,0.3349325,0.13994358,0.012554333,0.0023414097,0.0001229818,0.00011038681
133,0.10778342,0.7051283,0.017794091,0.15788084,0.0069738384,0.0025362507,0.0015382447,0.00020967537,0.0001552668
134,0.05839755,0.8512419,0.0017174003,0.007933596,0.011170132,0.04830102,0.01877605,0.0023277488,0.00013465063
135,0.16387932,0.13148974,0.026425323,0.012858032,0.024001503,0.07396191,0.0053746495,0.0067390073,0.55527055
136,0.093745455,0.8820498,0.001473193,0.00022219392,0.00035720586,0.015481856,0.006504868,0.00015687161,8.644066e-06
139,0.0060008457,0.050298493,0.3247539,0.0016201412,0.5455787,0.056868583,0.01200545,0.0012438842,0.0016299371
147,0.012323432,0.42469555,0.0070053907,0.0006902099,0.088684835,0.38209188,0.06645064,0.0012222906,0.016835764
150,0.083359785,0.22271499,0.07913407,0.016251467,0.324172,0.017976776,0.003300618,0.0014989701,0.25159138
156,0.009946336,0.053003274,0.1318614,0.00014188778,0.80323696,0.0017963953,8.188596e-06,8.458939e-07,4.7295503e-06
160,0.00075743353,0.031842683,0.000236147,0.94195205,0.024694629,0.00014797966,0.0003658662,1.8745842e-06,1.3008023e-06
165,0.0007349516,0.0018416354,0.0012808812,0.9955757,0.00050760986,3.4529632e-05,2.110096e-05,1.1268278e-06,2.4981402e-06
167,0.00019907781,2.101101e-05,5.7631714e-06,3.3048232e-07,4.2659536e-07,0.056522585,0.94324344,7.5607863e-06,4.462272e-09
169,0.0521325,0.024114884,0.32705843,0.000760206,0.006911982,0.2094615,0.37090832,0.007216803,0.0014353155
170,0.31176323,0.59047145,0.010717221,0.003001601,0.07244728,0.010499717,0.00093127915,0.0001228645,4.545415e-05
178,0.022456398,0.84736305,0.0005671263,0.0033250428,0.004855114,0.11717512,0.0037492607,0.00048027062,2.8666447e-05
179,0.7675928,0.062560156,0.08544731,0.0021462226,0.018158853,0.046705984,0.006002522,0.0018655991,0.00952059
184,0.024042498,0.0085558705,0.0014919268,0.0011717501,0.00035309585,0.069907084,0.72885084,0.16477616,0.0008508043
195,0.14288488,0.4004599,0.16482908,0.034177154,0.05581022,0.14072283,0.04018735,0.017135927,0.0037926852
197,0.35052407,0.22295663,0.2796238,0.06829773,0.05646383,0.017916074,0.0038915747,0.00025644928,6.9908194e-05
199,9.032386e-09,3.4982608e-09,0.00042863132,0.99957,1.363331e-06,1.0528083e-11,8.711242e-13,1.0319996e-16,2.2225554e-15
204,0.04058459,0.8422686,0.020066258,0.023909194,0.018635372,0.021439653,0.015668772,0.016944198,0.00048338642
207,1.14327456e-07,2.329013e-06,0.004280202,0.9953399,0.00037756516,1.7012528e-09,1.163894e-09,5.4674337e-13,8.087307e-12
211,0.0006633395,0.028200414,7.593078e-05,0.0001082066,0.0060628206,0.00012847855,1.3713963e-05,1.1008478e-05,0.9647361
212,0.007234957,0.095963545,0.007082223,0.73777485,0.0052615246,0.10214552,0.042750098,0.0017281616,5.9137426e-05
216,7.991248e-05,0.02110518,0.0052836486,0.97222304,0.0009044579,4.0511968e-05,0.00036213905,9.218711e-07,2.7545315e-07
221,0.027162809,0.16681737,0.0008859526,0.0018418502,0.00062836456,0.5988783,0.19502684,0.008713746,4.4731132e-05
224,0.0008177171,2.954962e-06,0.0020519812,0.99577004,0.0013571567,6.822209e-08,1.324942e-07,1.9671652e-10,4.3041784e-10
226,0.013390066,0.041728195,0.019554785,0.90253675,0.0067218468,0.010892969,0.004840903,0.00029674426,3.780035e-05
233,0.0003263898,0.00931004,0.85730636,0.0001444814,0.12636167,0.006326477,0.00013929,1.1985243e-05,7.3411735e-05
235,2.5265383e-06,1.581254e-05,0.00022457066,0.999176,0.000581036,4.0541327e-08,2.3711058e-08,9.553886e-12,1.2320892e-10
238,1.8669245e-05,9.540834e-06,0.00062220276,0.9982923,0.00033101143,3.003845e-07,1.1509181e-06,1.0361198e-08,0.0007248154
239,0.0012687772,0.044956423,0.10974083,0.0006609515,0.8411522,0.00082376896,1.747709e-05,4.6406735e-06,0.0013749289
241,0.0011658388,0.060831357,0.72729623,0.00010384231,0.18668187,0.021209847,0.00084679906,3.8969956e-05,0.0018252404
244,0.0036086538,0.11190902,0.036057748,0.00070542627,0.84494334,0.002414388,9.377596e-05,8.201404e-06,0.00025956967
245,4.9936498e-05,6.909427e-05,0.016718382,0.9824103,0.00075097627,1.0415828e-06,2.9520402e-07,4.0431587e-09,1.09419505e-08
247,4.938902e-05,0.0015494018,0.0005783768,0.9941432,0.00012999354,0.0026098762,0.0009381942,1.642725e-06,1.0911895e-08
248,0.30456066,0.024172543,0.048005313,0.0022099735,0.6128584,0.0047486015,0.0016289632,7.262701e-05,0.001742953
250,0.0007715478,0.012397623,0.00016805236,7.6576296e-05,0.009281999,0.2244227,0.7422521,0.0104829855,0.0001464056
254,0.16995965,0.70838606,0.114172325,0.0016531153,0.0024430489,0.0024542536,0.00084804505,2.2237995e-05,6.131231e-05
256,0.0037714317,0.025167614,0.0001595648,0.002095507,4.796257e-05,0.4246117,0.5343682,0.009770432,7.558239e-06
262,5.7681035e-08,0.00012976359,8.6595974e-05,0.9997697,1.3948786e-05,4.3436206e-09,2.0681414e-08,2.0065183e-13,3.8638966e-12
265,0.00037027744,0.10940784,0.31738496,0.0007793737,0.55327797,0.017917635,0.00025899953,3.0215437e-05,0.00057274883
277,0.00656339,0.04196365,0.7568276,0.00024239303,0.037859123,0.15403782,0.0022016254,0.00018128662,0.00012317147
300,0.005459476,0.92176974,0.012480345,0.010961135,0.023437798,0.018568633,0.0066802558,0.00014184833,0.0005007787
301,0.029352859,0.00031160907,0.00035836283,1.5938676e-05,1.6720624e-05,0.010540121,0.022799462,0.93655413,5.0872644e-05
302,0.06886631,0.25746113,0.19500642,0.0071694646,0.18326694,0.1350367,0.034183454,0.0101525225,0.108857095
303,0.00015385498,0.0025429148,0.097538576,7.0256094e-05,0.06913138,0.005358322,0.00014547903,2.1099402e-05,0.8250382
311,0.006376139,0.9197861,0.001430068,0.0013407147,0.003838038,0.04849912,0.018519353,0.0002011123,9.228135e-06
312,0.00046777324,0.03091985,0.0002999914,0.94243157,0.025745487,6.793457e-05,6.6830195e-05,3.5859657e-07,2.1154048e-07
319,0.01349155,0.031996347,0.09887884,0.8401573,0.014421361,0.0006622039,0.0002994969,4.1088675e-05,5.195479e-05
320,0.00437422,0.00013657715,6.291674e-05,4.901978e-06,1.5626075e-06,0.023798428,0.97146475,0.00015664526,1.0257864e-07
323,0.03623137,0.91972625,0.001340557,0.00043099772,0.00049308466,0.038084693,0.0034854622,0.00017891376,2.8634646e-05
324,0.82013524,0.03488677,0.0030903919,8.664501e-06,0.004108586,0.13731432,0.00036966024,2.6170756e-05,6.025804e-05
327,0.046096426,0.88147974,0.0033130907,0.00064918154,0.0016509469,0.029321458,0.0026576126,0.034219254,0.0006123289
337,0.00026618293,0.0006060868,1.0425987e-05,0.00010424371,1.9918482e-06,0.013221469,0.979526,0.006262819,8.7340504e-07
341,0.0003335116,0.99762833,0.000102842736,0.00080241763,4.3513068e-05,0.0007194333,0.00036852979,6.2533644e-07,8.488705e-07
343,0.59544617,0.3536365,0.012031195,0.016813103,0.007511317,0.009763792,0.0024671305,0.0014518505,0.0008789706
345,0.0033877655,0.00041012844,2.8484774e-05,3.227879e-05,1.6012017e-06,0.08379538,0.9120343,0.00030999715,1.8055692e-07
354,0.8156922,0.1477063,0.0009357462,0.004098701,0.030349646,0.0010449229,9.997228e-05,3.2524273e-05,3.9935374e-05
355,0.011632038,0.18679109,0.010066679,0.00027503015,0.052989125,0.73100466,0.0055579334,0.0008977877,0.0007856942
361,0.055896252,0.0013697627,0.0025758366,0.00047517318,0.00023682247,0.02743776,0.061218984,0.8506913,9.815114e-05
364,0.019419977,0.6958115,0.0021747542,0.09171039,0.011569069,0.09118013,0.08693143,0.0011395122,6.318389e-05
365,0.0019348986,0.0020107313,6.57178e-05,3.423195e-05,1.3601464e-06,0.09807536,0.8978048,7.264074e-05,2.922523e-07
366,0.06366619,0.054878242,0.46797824,0.20455317,0.20587423,0.0018759927,0.0011429628,9.703791e-06,2.1277287e-05
369,0.0012778522,0.0029147915,0.00011005982,0.00018932053,5.7709867e-06,0.11881097,0.87639344,0.00029736644,4.3168217e-07
370,0.2676805,0.7267856,0.00034187565,8.575569e-05,0.0002767857,0.002834851,0.0019131217,7.6182325e-05,5.2864666e-06
375,0.13785447,0.3517212,0.043139458,0.00712684,0.0068270806,0.37140086,0.07313498,0.0076922625,0.0011028782
376,0.095957145,0.3121264,0.052937895,0.0010748224,0.3847057,0.14743498,0.0046881028,0.00031607054,0.0007589475
380,0.026705014,0.04677248,0.0047047874,0.00017993632,0.000232764,0.6680825,0.25025326,0.0015084632,0.0015609111
383,0.001226166,0.0004764301,6.231315e-05,3.6409994e-05,1.4411189e-05,0.023231838,0.873013,0.10187109,6.836944e-05
385,0.62388927,0.083672,0.18493322,0.014550054,0.066339426,0.017735211,0.0070373784,0.0007323973,0.0011111465
397,0.7812223,0.14126316,0.00095740234,0.0006668204,0.0020977526,0.02681235,0.04054783,0.0062622535,0.0001701947
401,4.1921394e-05,0.0077880207,0.0008525293,0.9903145,0.0008524676,1.572112e-05,0.00013472984,1.0867827e-07,3.3570233e-09
412,0.009904529,0.08011228,0.00033933826,0.001269117,0.0055053397,0.00017555153,4.4241322e-05,8.361399e-05,0.9025661
414,0.9275619,0.00033268577,7.221876e-05,1.249582e-06,7.5257003e-06,0.0027682723,0.020608408,0.04862008,2.7726466e-05
416,0.11937079,0.04185134,0.21018752,0.0013982172,0.0034745254,0.33918485,0.25539413,0.027062198,0.0020764517
419,0.00054523785,0.00300175,2.7679402e-05,6.1550654e-06,8.680945e-05,0.96013045,0.035803176,0.00033058043,6.815847e-05
420,0.064424925,0.15830135,0.0013074765,0.00045564165,0.0028804052,0.041903097,0.021382473,0.7089553,0.00038929362
421,0.13020723,0.0024898166,0.019569675,4.2431966e-05,0.00010464147,0.10553394,0.73458195,0.004331882,0.0031384884
422,0.02044228,0.8845346,0.009316952,0.0068042763,0.06209443,0.009850675,0.0060520186,0.00053326116,0.00037152017
423,0.001404746,0.7139255,0.0030972683,0.2739382,0.006437132,0.0006422541,0.0005311309,2.0736463e-05,3.175482e-06
428,0.35995924,0.5693088,0.0030675496,0.034610398,0.029904403,0.0028633545,0.00013492952,5.438578e-05,9.6951764e-05
437,0.0050644586,0.803218,0.009148982,0.0018819612,0.16422634,0.011991258,0.0008986979,0.00017231211,0.0033980906
438,0.0015409495,0.000251828,0.0074618934,0.99056447,0.00017957142,1.2173049e-06,1.1631506e-07,7.148461e-10,5.0525382e-11
439,1.1739832e-05,0.016636716,4.7454196e-05,0.98274267,0.000546477,2.9491225e-06,1.1956219e-05,2.1976764e-08,5.0588636e-09
442,0.0076454887,0.5196628,0.3407874,0.0028835873,0.12333761,0.003872295,0.0013046836,0.00018698127,0.00031918066
458,0.035111517,0.20118251,0.6687043,0.008821643,0.064683,0.020179778,0.00039016968,0.00038217078,0.0005449754
462,0.025378872,0.32605457,0.006048329,0.0016125496,0.5416969,0.012066543,0.0010265205,0.0001168256,0.085998826
468,0.006039439,0.82185084,0.00017152232,0.00010589245,0.055702068,0.11559528,0.0004962089,2.1870008e-05,1.6927239e-05
473,0.0036873664,0.0026357952,0.0010376086,8.609258e-05,0.00011870939,0.7776134,0.18304816,0.031751547,2.133596e-05
475,0.0036260018,0.031305388,0.18875715,0.0013660011,0.5565066,0.0752534,0.00154402,0.00026680419,0.14137474
486,0.008398135,0.011822663,0.007155477,0.0010921202,0.00082120934,0.02746401,0.93936753,0.0027857753,0.0010930791
487,5.9168575e-05,0.0012187385,0.06868918,5.9702583e-05,0.2932899,0.00530062,8.97868e-05,6.859424e-06,0.631286
490,0.0021143463,0.9823936,3.7730584e-05,2.5473496e-06,0.0001908253,0.01459893,0.00065919105,2.644712e-06,1.3638382e-07
502,0.0049416437,0.0780213,0.13447253,0.64634454,0.13389766,0.0017468465,0.00042778393,5.9364484e-05,8.8374574e-05
509,0.074472964,0.42019606,0.0030417256,0.0012072009,0.006517383,0.06132973,0.0036844048,0.007009616,0.4225409
515,0.025641179,0.015842978,0.81903106,0.0060698297,0.11582875,0.010907241,0.0062678335,6.205859e-05,0.00034905164
521,9.047013e-06,2.428876e-06,0.0006693555,0.9993142,4.494854e-06,4.594822e-07,2.3263215e-08,9.0370794e-11,1.1953806e-10
522,0.065139994,0.81833875,0.003100138,0.016011668,0.0014170574,0.057669766,0.034665823,0.0034911842,0.00016568042
524,0.0036214907,0.65531325,0.010660237,0.29770654,0.009416859,0.0023973933,0.019880136,0.0009586511,4.540892e-05
527,0.0011676131,0.026308874,0.00020948707,5.378106e-06,0.10554533,0.86486316,0.0018620018,3.574443e-05,2.4053334e-06
534,0.0009079017,0.08785479,0.0028516238,0.9006518,0.0075350096,0.000120077966,6.8389294e-05,3.891529e-06,6.5693803e-06
537,0.2621765,0.0016221831,0.07674216,0.5979177,0.06131477,0.00015235983,6.46156e-05,2.8752936e-06,6.8397576e-06
541,9.39806e-05,0.018404318,0.0055727856,0.9738544,0.0020540457,1.0054211e-05,1.023073e-05,1.6488029e-08,1.0753685e-07
542,0.0030763957,0.07467822,0.0023691352,0.00045776565,0.0041719573,0.78834206,0.12467243,0.002093304,0.00013878378
545,0.005240505,0.7367903,0.022571191,0.03253906,0.124891646,0.07179813,0.004636962,0.00071985135,0.00081246253
546,0.009351647,0.009306637,0.00039297662,0.00039227933,0.00028576597,0.18123719,0.5345139,0.2638408,0.00067881803
547,5.205714e-05,0.029741243,0.0026185256,0.9452828,0.022275725,1.8632843e-05,1.0857768e-05,5.374663e-08,7.906668e-08
548,4.2915515e-05,0.00039434992,0.14014193,0.85616934,0.0032484387,2.3236964e-06,6.661012e-07,3.7451503e-08,7.460977e-08
551,8.180323e-05,0.03891264,0.001943252,0.9576881,0.0011641039,0.0001044454,0.000104232146,1.1137039e-06,3.4066784e-07
552,0.0017377805,0.042301577,0.00025517534,0.9533882,0.0023054946,1.082051e-05,5.5159046e-07,4.6639503e-08,3.8545096e-07
553,0.00018554213,0.017399333,0.00050016324,0.9753313,0.00551942,0.00015830377,0.000903037,2.4222718e-06,5.3489475e-07
555,0.04392169,0.0013952041,0.0003724611,4.6959358e-05,3.106056e-05,0.11031343,0.80051756,0.04338885,1.2765147e-05
564,0.0053979615,0.85662365,0.067693725,0.00030830156,0.045619726,0.012404922,0.011003802,0.00074671337,0.00020125098
572,0.002282874,0.06106367,0.0030210149,0.00080258143,0.22424099,0.01151279,0.0005177604,0.0001031179,0.69645524
575,0.04689648,0.019965433,0.9279144,0.0023162412,0.0010535368,0.0017952583,5.6128505e-05,1.8318144e-06,7.3311736e-07
580,0.981048,0.012282817,0.00014326624,1.6998281e-06,2.5340756e-05,0.0031274995,0.0032987092,6.249231e-05,1.0162963e-05
583,0.0031655978,0.06410629,0.3425215,0.00016335746,0.18618743,0.4019766,0.00089693145,0.00012636997,0.0008560097
585,0.3425365,0.18133642,0.0014379076,0.0004945361,0.00041038287,0.29660755,0.13551717,0.0416015,5.8063313e-05
589,1.0902895e-05,0.00023972896,0.007211099,0.991166,0.001346793,3.802209e-06,2.1580092e-05,1.8702545e-08,7.545358e-09
590,0.00025993437,0.0010123429,0.0382919,0.00018369107,0.07117906,0.0022760858,5.2500593e-05,0.00013562806,0.88660884
592,0.0007414486,0.0006615296,1.0613828e-05,9.272798e-05,2.9666207e-06,0.08975203,0.90500855,0.0037296838,4.4866718e-07
593,0.00070630206,0.010402063,0.009925856,0.97836745,0.00057674164,1.7668728e-05,3.872916e-06,5.1463175e-08,1.5345657e-08
595,1.8380731e-05,4.866403e-06,9.6091535e-05,0.9990597,0.00082098413,2.0986398e-08,1.4894101e-08,1.799895e-11,6.319645e-11
601,1.0165447e-06,5.67912e-05,0.0032912982,0.9966084,4.218854e-05,3.615142e-07,1.2788605e-07,9.984349e-11,1.5494156e-11
602,0.01100959,0.65635085,0.0025055087,0.01663069,0.0014231869,0.06836839,0.2417191,0.001909505,8.3221086e-05
603,4.9323835e-06,0.004234473,2.0520793e-05,0.9957144,1.7781176e-05,1.7301882e-06,6.1620235e-06,8.466906e-09,9.271411e-10
604,0.18904322,0.31103757,0.0022813773,0.00014674186,0.31872696,0.17839906,0.00023311988,5.6872625e-05,7.512809e-05
606,0.008162391,0.24780047,0.036568943,0.6022208,0.10432564,0.0004222893,0.00022157046,0.00019069524,8.725125e-05
609,0.00030209462,0.004983008,5.1012858e-06,4.819932e-07,3.7977912e-07,0.9945891,0.00011965406,2.0726165e-07,3.2835243e-09
615,0.037940145,0.0066341674,0.0018838529,0.00031478214,0.00021391378,0.085212275,0.863389,0.004258203,0.0001537248
616,0.12718773,0.0013623657,0.019344002,0.8100303,0.041962348,0.00010213104,1.0595635e-05,2.2442904e-07,3.210923e-07
626,0.03498228,0.47475326,0.0007034169,0.0042167804,0.0021819435,0.1655208,0.2603892,0.055438414,0.001813896
628,0.04491996,0.40580347,0.0013101547,3.3126023e-05,0.009949604,0.5361219,0.0015978646,0.00022386858,4.0084724e-05
629,3.2574673e-05,0.009132873,0.0006091598,0.98875487,0.0013203233,6.5113956e-05,8.4932944e-05,1.4856586e-07,1.3492791e-08
632,0.18082076,0.37563467,0.1074727,0.0055724913,0.10340993,0.05098909,0.016396359,0.03063592,0.12906812
633,0.015552891,0.89910436,0.014679747,0.036542322,0.03219819,0.0009601752,0.00082099217,8.53498e-05,5.592787e-05
634,0.0036105874,0.03227255,0.011248951,0.9198599,0.032318138,0.00043663534,0.00024717872,3.387199e-06,2.8380148e-06
637,4.5398951e-07,0.0070230393,0.00056408846,0.991143,0.0012636892,3.1314662e-06,2.6280354e-06,1.459722e-09,2.437378e-10
639,0.20251526,0.46459156,0.004032076,0.0004873725,0.004031344,0.2658533,0.04687055,0.002411873,0.00920674
640,0.000457321,0.07751732,0.01715893,0.89048624,0.009331503,0.0009308822,0.004091979,1.878196e-05,7.076877e-06
643,0.001021496,0.007562713,0.0050188047,0.9857341,0.00046078232,3.488006e-05,7.38682e-05,6.119749e-07,9.278978e-05
644,0.032889504,0.0031593465,0.015389806,0.0002460328,0.00064173486,0.91008675,0.021268312,0.01418631,0.0021321638
645,0.0045907334,0.09949245,0.04052542,0.0013991101,0.14957657,0.01876978,0.0021085944,0.00045805343,0.6830793
655,0.29947308,0.023228934,0.11531158,0.00047906494,0.0060037617,0.42540967,0.1258115,0.0029627727,0.0013196031
657,0.00015656053,0.028074339,0.00025583283,0.9577178,0.0025418026,0.005602152,0.0056359214,1.5157019e-05,5.20584e-07
660,0.00015963755,0.038256783,0.000305293,0.9596671,0.0016034294,5.116401e-06,2.5355737e-06,3.137857e-08,2.2581284e-07
663,0.00017325988,0.0683551,0.2613057,0.0003417644,0.6691115,0.000654882,2.1495653e-05,2.3848816e-06,3.3943405e-05
665,0.030455409,0.9383009,0.00022481108,0.00027103827,0.0027762565,0.024831945,0.0031018537,3.6541212e-05,1.2215087e-06
666,0.16008234,0.61900866,0.0020936714,0.00071065116,0.0016838512,0.16440558,0.03606867,0.015821246,0.00012537876
668,0.006194256,0.8942305,0.0030469531,0.019819159,0.0464334,0.018085735,0.011190836,0.0008968853,0.000102359845
683,0.030025836,0.10790056,0.030587671,0.0032693767,0.034515765,0.05112796,0.0074360594,0.012482661,0.7226541
686,0.1355698,0.8311776,0.0021661175,0.00041869617,0.0026773736,0.02155058,0.00610967,0.00022278816,0.00010733599
687,0.00045950443,0.05599201,0.013486868,0.00013674768,0.55513525,0.01875471,0.00033450502,0.000143248,0.3555572
688,0.011044091,0.00020111489,0.9834138,0.0011119962,0.003785001,0.00019714954,0.00021288714,2.3548084e-06,3.1678806e-05
691,1.3695332e-05,0.0006887955,0.0010434908,0.99812615,2.517215e-05,1.7356993e-05,8.52345e-05,4.704262e-08,1.4244366e-09
695,0.0026739067,0.37404454,0.0019406519,0.0001270318,0.37580717,0.0055829957,0.00031200418,0.00012569154,0.23938596
696,0.11164062,0.33016366,0.030646045,0.1400573,0.3840655,0.0025148736,0.0003449489,0.00012342827,0.00044366554
699,0.93077004,0.01418386,0.013464676,0.00021192495,0.0011809579,0.029573016,0.008314722,0.002249204,5.1647556e-05
701,0.005021985,0.0389375,0.08611332,0.000567403,0.04623215,0.740202,0.077588364,0.003257987,0.0020793683
704,0.6183368,0.34249347,0.003787012,0.0034447566,0.006661018,0.02336974,0.0009647924,0.00038172712,0.00056070025
714,0.09618932,0.72528124,0.00081280526,0.0011370784,0.16397896,0.012275147,0.0002599516,4.9675946e-05,1.5835953e-05
715,0.064793356,0.0077598356,0.19434321,0.4786854,0.2504552,0.0023493315,0.001121803,0.00022542129,0.00026646265
717,0.2178834,0.75256765,0.00016290246,0.00033194432,0.000116044044,0.027849536,0.000990064,9.503953e-05,3.441602e-06
719,0.03728418,0.40403858,0.043934613,0.0022828863,0.20069304,0.21456985,0.013845406,0.0015044918,0.081847
720,2.3392888e-06,0.002088811,0.0048589935,0.98638415,0.0066638216,5.2384394e-07,1.2988934e-06,8.2757434e-10,1.7999776e-09
721,6.3210164e-06,0.0017901491,8.487737e-05,0.9966844,2.1724074e-05,0.00014293446,0.0012686227,1.0726367e-06,1.6266137e-09
729,0.00082470325,0.20860776,0.0022434997,2.2917177e-06,0.18215784,0.6060297,9.529321e-05,2.5958136e-06,3.639536e-05
733,0.04011607,0.37497127,0.10080287,0.0024175853,0.32596284,0.13762712,0.0010739344,0.0007755868,0.016252784
735,0.019985354,0.65578175,0.15460859,0.011097267,0.14759403,0.0089867,0.0014201796,0.00033374,0.00019241021
738,0.006865808,0.041877884,0.076931566,0.000121588775,0.87330437,0.00088554417,7.179497e-06,7.376136e-07,5.30333e-06
739,0.0032507572,0.51282024,0.012367612,0.011958227,0.0029388394,0.40838128,0.0476521,0.0004996144,0.00013135688
745,0.0067308075,0.4097275,0.048722968,0.110676944,0.4168532,0.005814416,0.0010749751,0.00012586589,0.00027337324
746,0.00018568992,0.05907406,0.0012621763,0.93896884,0.0005038206,4.3683067e-06,1.048393e-06,8.440576e-09,6.105257e-09
748,0.006466763,0.03995785,0.08314614,0.0031876345,0.4000724,0.01633884,0.00095841463,0.0005128441,0.44935912
755,0.00017299897,0.0040692156,4.105564e-06,0.0015695466,7.0087967e-06,0.13309313,0.860928,0.00015598201,7.5873096e-08
756,0.0025475025,0.0034488724,5.9708305e-05,5.942492e-05,1.715526e-05,0.08597836,0.90740526,0.0004803182,3.446618e-06
760,3.4137425e-05,3.926018e-06,5.7634497e-06,1.8398305e-06,3.313437e-07,0.00042505568,0.002890253,0.99663866,3.9256e-08
765,0.08541979,0.8391479,0.0020369296,0.0043932823,0.043843202,0.0068862764,0.00044868537,0.00034595374,0.017477963
766,0.117566794,0.2511248,0.0016034802,3.310501e-05,0.00030008494,0.6191497,0.010063466,0.00015721185,1.463013e-06
767,0.948243,0.00081849337,0.002599067,7.051761e-05,0.00026194513,0.012064332,0.012900995,0.022912264,0.00012939097
